ATM_Address,ATM_City_State,Merchant_Category,Merchant_Name,Transaction_Code,Transaction_Code_Description,Transaction_Type,Transaction_Type_Description,Transaction_Number,Amount_Completed,Transaction_Date,Time_Local_hhmmss,Recurring_Trxn,CustomerID
597 MAINE AVE,FARMINGDALEME,5532,VIP 40 FARMINGDA,40,D/C SETTLEMENT,X,Pinless Settlements ,24,113.21,2025-11-22,100119, ,BSB151119
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*B04,40,D/C SETTLEMENT,X,Pinless Settlements ,54,121.5,2025-11-21,75817, ,BSB306165
827 LISBON STREET,LEWISTONME,5814,BURGER KING #119,40,D/C SETTLEMENT,X,Pinless Settlements ,50,25.41,2025-11-21,121912, ,BSB203261
620 8TH AVE,NEW YORKNY,5968,NYTIMES DISC*,40,D/C SETTLEMENT,X,Pinless Settlements ,12,4.0,2025-11-21,100825,Y,BSB466595
155 Brackett St,PORTLANDME,5411,FRESH APPROACH,40,D/C SETTLEMENT,X,Pinless Settlements ,75,15.08,2025-11-22,111450, ,BSB299811
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *ANGELA KO,40,D/C SETTLEMENT,X,Pinless Settlements ,79,20.0,2025-11-23,195307, ,BSB128666
83 EDISON DR,AUGUSTAME,4900,CENTRAL MAINE PO,40,D/C SETTLEMENT,X,Pinless Settlements ,1,42.55,2025-11-21,53516, ,BSB120038
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*B07,40,D/C SETTLEMENT,X,Pinless Settlements ,90,12.65,2025-11-22,132028, ,BSB306165
155 Brackett St,PORTLANDME,5411,FRESH APPROACH,40,D/C SETTLEMENT,X,Pinless Settlements ,30,19.19,2025-11-23,123253, ,BSB299811
437 WILSON ST,BREWERME,5912,WALGREENS #11545,40,D/C SETTLEMENT,X,Pinless Settlements ,28,25.03,2025-11-23,152338, ,BSB380128
94 Main Street,BuxtonME,5999,SQ *MSAD 6,40,D/C SETTLEMENT,X,Pinless Settlements ,38,5.0,2025-11-21,205042, ,BSB021656
110 Downeast Hwy,ELLSWORTHME,5411,ELLSWORTH MARKET,40,D/C SETTLEMENT,X,Pinless Settlements ,96,41.1,2025-11-21,132149, ,BSB458791
440 Terry Ave N,SEATTLEWA,5818,Prime Video Chan,40,D/C SETTLEMENT,X,Pinless Settlements ,75,7.99,2025-11-22,132252, ,BSB306165
425 HIGH STREET,ELLSWORTHME,5812,ACADIA PROVISION,40,D/C SETTLEMENT,X,Pinless Settlements ,36,40.1,2025-11-21,144305, ,BSB458791
1331 US RTE 1,JONESBOROME,5074,LOOKS SEPTIC,40,D/C SETTLEMENT,X,Pinless Settlements ,74,375.0,2025-11-22,190131, ,BSB458791
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,92,4.21,2025-11-22,220337,Y,BSB111137
410 Terry Avenue No,SEATTLEWA,5815,AMAZON DIGI* B03,40,D/C SETTLEMENT,X,Pinless Settlements ,98,13.7,2025-11-22,52152, ,BSB204073
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*FE6F5,20,POS Debit        Pri,P,Pinned Settlements  ,5,41.15,2026-01-21,64136, ,BSB311187
732 S 6th St 201d,Las VegasNV,5816,WDFUM,40,D/C SETTLEMENT,X,Pinless Settlements ,0,15.0,2025-11-26,74829, ,BSB075958
142 High St Ste 200,PORTLANDME,7922,STATETHEATREBOXO,40,D/C SETTLEMENT,X,Pinless Settlements ,52,30.0,2025-11-26,185202, ,BSB486065
7700 EASTPORT PARKW,8009634816WI,5621,PAYPAL *LANDSEND,40,D/C SETTLEMENT,X,Pinless Settlements ,0,25.92,2025-11-25,225719, ,BSB151621
227 Philbrick Rd,SIDNEYME,5814,USCONNECT MAINLY,40,D/C SETTLEMENT,X,Pinless Settlements ,72,5.95,2025-11-25,230816, ,BSB367172
HANNAFORD #8141 469,DAMARISCOTTAME,5411,HANNAFORD #8141,20,POS Debit        Pri,P,Pinned Settlements  ,56,160.82,2026-01-19,100118, ,BSB009207
2501 S FERDON BLVD,CRESTVIEWFL,5310,BEALLS,20,POS Debit        Pri,P,Pinned Settlements  ,2,19.24,2026-01-20,172914, ,BSB051136
2484 CARMEL RD N,NEWBURGHME,5542,DYSART S CITGO T,20,POS Debit        Pri,P,Pinned Settlements  ,5,32.08,2026-01-21,175543, ,BSB004861
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*B24,40,D/C SETTLEMENT,X,Pinless Settlements ,58,24.04,2025-11-25,133407, ,BSB298767
900 STILLWATER AVE,BANGORME,5411,WAL-MART #1856,20,POS Debit        Pri,P,Pinned Settlements  ,0,13.59,2026-01-20,182500, ,BSB004861
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *ADD FUNDS,40,D/C SETTLEMENT,X,Pinless Settlements ,53,25.0,2025-11-27,222759, ,BSB415686
HANNAFORD #8141 469,DAMARISCOTTAME,5411,HANNAFORD #8141,20,POS Debit        Pri,P,Pinned Settlements  ,1,44.46,2026-01-18,172554, ,BSB009207
161 E MAIN ST,SEARSPORTME,5542,MARITIME FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,55,25.0,2026-01-19,160319, ,BSB101817
477 MAIN STREET,DAMARISCOTTAME,5541,EXXON DAMARISCOT,40,D/C SETTLEMENT,X,Pinless Settlements ,48,9.77,2025-11-26,160600, ,BSB062119
47 HASKELL RD,BANGORME,5912,SAMS CLUB #6333,20,POS Debit        Pri,P,Pinned Settlements  ,68,10.0,2026-01-21,140304, ,BSB334906
PORTLAND,PORTLANDME,5541,RIVERSIDE ENERG,20,POS Debit        Pri,P,Pinned Settlements  ,29,24.18,2026-01-21,84900, ,BSB414411
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,63,60.07,2026-01-02,2516, ,BSB149514
SHELL,MILFORDME,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,85,21.03,2026-01-22,133000, ,BSB243710
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,53,2.99,2025-11-27,32440,Y,BSB109686
35 BRIDGE ST,GARDINERME,5814,DUNKIN #337604,40,D/C SETTLEMENT,X,Pinless Settlements ,97,5.39,2025-11-21,64300, ,BSB151119
970 Park Place,SAN MATEOCA,5816,ROBLOX 1.888.858,40,D/C SETTLEMENT,X,Pinless Settlements ,15,9.99,2025-11-21,122141, ,BSB181938
22 E Main St,SEARSPORTME,5411,EDWARDS BROS SUP,40,D/C SETTLEMENT,X,Pinless Settlements ,54,12.86,2025-11-21,81219, ,BSB101711
105 BOTANICAL GARDE,BOOTHBAYME,7991,FSP*COASTAL ME B,40,D/C SETTLEMENT,X,Pinless Settlements ,45,19.0,2025-11-22,135935, ,BSB063097
9700 NW 112TH AVE,MIAMIFL,4814,STRAIGHTTALK*SER,40,D/C SETTLEMENT,X,Pinless Settlements ,72,48.13,2025-11-22,61523,Y,BSB413076
15 B STARRETT DR,BELFASTME,5812,NEW CHINA ONE,40,D/C SETTLEMENT,X,Pinless Settlements ,26,57.19,2025-11-20,170058, ,BSB437087
400 El Camino South,San MateoCA,5311,aliexpress,40,D/C SETTLEMENT,X,Pinless Settlements ,10,4.45,2025-11-21,184110, ,BSB063097
8 BANGOR MALL BLVD,BANGORME,5812,LAS PALAPAS,40,D/C SETTLEMENT,X,Pinless Settlements ,85,100.05,2025-11-23,154748, ,BSB437087
381 East Evelyn Ave,MOUNTAIN VIEWCA,8299,COURSERA.ORG,40,D/C SETTLEMENT,X,Pinless Settlements ,69,49.0,2025-11-21,131337, ,BSB063097
155 Brackett St,PORTLANDME,5411,FRESH APPROACH,40,D/C SETTLEMENT,X,Pinless Settlements ,18,13.73,2025-11-22,94102, ,BSB299811
491 US ROUTE 1,FREEPORTME,8099,PARTNERSHIP FOR,40,D/C SETTLEMENT,X,Pinless Settlements ,38,11.43,2025-11-22,31859, ,BSB146611
85 COUNTY ROAD,SCARBOROUGHME,5499,FIRST STOP CONVE,40,D/C SETTLEMENT,X,Pinless Settlements ,61,5.48,2025-11-22,74048, ,BSB211172
12 NORTHWEST BLVD,NASHUANH,5310,HOMEGOODS #0114,40,D/C SETTLEMENT,X,Pinless Settlements ,53,52.96,2025-11-22,131839, ,BSB470105
34 NORTH WEST BLVD,NASHUANH,5411,MARKET BASKET 00,40,D/C SETTLEMENT,X,Pinless Settlements ,61,61.36,2025-11-22,133600, ,BSB470105
297 W BROADWAY,LINCOLNME,5541,SUNOCO 018967110,40,D/C SETTLEMENT,X,Pinless Settlements ,79,10.54,2025-11-22,144900, ,BSB446841
1 JUNKINS AVE,PORTSMOUTHNH,7523,PORTSMOUTH PARKI,40,D/C SETTLEMENT,X,Pinless Settlements ,24,6.0,2025-11-21,111243, ,BSB356754
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,93,13.7,2025-11-22,15858,Y,BSB177594
85 COUNTY ROAD,SCARBOROUGHME,5499,FIRST STOP CONVE,40,D/C SETTLEMENT,X,Pinless Settlements ,28,4.64,2025-11-22,74021, ,BSB211172
2535 North First St,San JoseCA,5311,eBay O*26-13846-,40,D/C SETTLEMENT,X,Pinless Settlements ,12,18.98,2025-11-22,201716, ,BSB470105
9601 S MERIDIAN BLV,ENGLEWOODCO,4814,BOOST MOBILE,40,D/C SETTLEMENT,X,Pinless Settlements ,76,35.0,2025-11-23,53535,Y,BSB062481
2535 North First St,San JoseCA,5311,eBay O*23-13865-,40,D/C SETTLEMENT,X,Pinless Settlements ,22,57.09,2025-11-26,3000, ,BSB453277
1 BELMONT AVENUE,BELFASTME,5311,RENYS BELFAST,40,D/C SETTLEMENT,X,Pinless Settlements ,22,139.8,2025-11-24,145603, ,BSB131507
663 STILLWATER AVE,BANGORME,5661,SHOE DEPT 0604,40,D/C SETTLEMENT,X,Pinless Settlements ,7,21.07,2025-11-25,173230, ,BSB453277
440 Terry Ave N,SEATTLEWA,5818,Prime Video *B20,40,D/C SETTLEMENT,X,Pinless Settlements ,86,7.37,2025-11-24,182814, ,BSB062119
105 MAIN ST,MATTAWAMKEAGME,5542,SHELL OIL 575418,40,D/C SETTLEMENT,X,Pinless Settlements ,97,47.0,2025-11-25,222457, ,BSB515919
2261 Market Street,SAN FRANCISCOCA,5399,WHATNOT,40,D/C SETTLEMENT,X,Pinless Settlements ,15,10.55,2025-11-27,190430,Y,BSB017279
2261 Market Street,SAN FRANCISCOCA,5399,WHATNOT,40,D/C SETTLEMENT,X,Pinless Settlements ,2,29.91,2025-11-27,95401,Y,BSB017279
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,58,0.99,2025-11-25,43819,Y,BSB409955
27 STARRETT DRIVE,BELFASTME,5814,DUNKIN #352868 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,96,7.75,2025-11-25,94400, ,BSB007975
440 Terry Ave N,SEATTLEWA,5968,AMAZON PRIME*3L2,40,D/C SETTLEMENT,X,Pinless Settlements ,60,14.99,2025-11-27,214259,Y,BSB021656
84 COLBY ST,COLEBROOKNH,5995,COLEBROOK FEEDS,40,D/C SETTLEMENT,X,Pinless Settlements ,5,12.7,2025-11-25,152509, ,BSB471119
14 MECHANIC STREET,LINCOLNME,5411,STEAKS N STUFF,40,D/C SETTLEMENT,X,Pinless Settlements ,31,20.15,2025-11-26,142000, ,BSB415749
3034 W NEW HAVEN AV,WEST MELBOURNFL,5993,INFINITY SMOKE S,40,D/C SETTLEMENT,X,Pinless Settlements ,93,12.83,2025-11-27,135304, ,BSB387268
1129 BANGOR ROAD,TROYME,5411,TROY GENERAL STO,40,D/C SETTLEMENT,X,Pinless Settlements ,47,42.54,2025-11-26,184614, ,BSB118917
530 OXBOW RD.,PALMYRAME,5814,BURGER KING #127,40,D/C SETTLEMENT,X,Pinless Settlements ,65,21.36,2025-11-25,214629, ,BSB109686
161 E MAIN ST,SEARSPORTME,5541,MARITIME FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,14,4.32,2026-01-19,64047, ,BSB101817
CARRABASSETT,CARRABASSETTME,5541,MOUNTAINSIDE GR,20,POS Debit        Pri,P,Pinned Settlements  ,7,40.0,2026-01-21,74900, ,BSB078789
Kaivokatu 2,Helsinki,5971,ATENEUM,40,D/C SETTLEMENT,X,Pinless Settlements ,8,26.57,2025-11-25,163550, ,BSB336468
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *LANEY MCG,40,D/C SETTLEMENT,X,Pinless Settlements ,51,6.0,2025-11-25,5353, ,BSB332524
44 SANFORD RD,WELLSME,5814,AROMA JOES COFFE,40,D/C SETTLEMENT,X,Pinless Settlements ,34,19.82,2025-11-24,60539, ,BSB277328
1052 MAIN ST,MOUNT DESERTME,5541,SHELL OIL 575458,40,D/C SETTLEMENT,X,Pinless Settlements ,75,2.68,2025-11-23,104656, ,BSB007563
ERROL,ERROLNH,5542,ERROL IRVING PE,20,POS Debit        Pri,P,Pinned Settlements  ,2,25.82,2026-01-04,124500, ,BSB328833
227 Philbrick Rd,SIDNEYME,5814,USCONNECT MAINLY,40,D/C SETTLEMENT,X,Pinless Settlements ,35,2.68,2025-11-24,34555, ,BSB367172
629 North High Stre,COLUMBUSOH,5999,KLARNA* WALMART,40,D/C SETTLEMENT,X,Pinless Settlements ,71,105.22,2025-11-23,50535, ,BSB429929
2353 W UNIVERSITY D,Fort LauderdaFL,5967,CCBill.com  *Onl,40,D/C SETTLEMENT,X,Pinless Settlements ,28,25.0,2025-11-19,44710, ,BSB429929
7700 EASTPORT PARKW,8778469997PA,5941,PAYPAL *DICKSSPO,40,D/C SETTLEMENT,X,Pinless Settlements ,98,143.46,2025-11-23,220419, ,BSB338486
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*ZE1NH,20,POS Debit        Pri,P,Pinned Settlements  ,21,0.0,2026-01-17,201303, ,BSB319852
Keskuskatu 7,Helsinki,5912,KLUUVIN APTEEKK,40,D/C SETTLEMENT,X,Pinless Settlements ,87,27.95,2025-11-25,165621, ,BSB336468
216 BEACH ST.,SACOME,5411,SACO BAY VARIETY,40,D/C SETTLEMENT,X,Pinless Settlements ,48,2.0,2025-11-25,160406, ,BSB243684
WEST LEBANON,WEST LEBANONNH,5411,PRICE CHOPPER #,20,POS Debit        Pri,P,Pinned Settlements  ,9,15.99,2026-01-04,163900, ,BSB328833
693  Broadway St,BANGORME,5814,STARBUCKS STORE,40,D/C SETTLEMENT,X,Pinless Settlements ,83,8.51,2025-11-24,124541, ,BSB332524
96 PARKWAY SOUTH,BREWERME,7399,NEW REACH FINANC,40,D/C SETTLEMENT,X,Pinless Settlements ,69,325.5,2025-11-25,60205, ,BSB332410
440 Terry Ave N,SEATTLEWA,5968,AMAZON PRIME*D69,40,D/C SETTLEMENT,X,Pinless Settlements ,77,14.99,2025-11-24,101525,Y,BSB277328
1245 W Baseline Rd,MesaAZ,5812,TST*Z-CAFE,40,D/C SETTLEMENT,X,Pinless Settlements ,65,36.2,2025-11-24,150355, ,BSB452360
70 Greybarn Lane,AMITYVILLENY,5699,SP COMFRT,40,D/C SETTLEMENT,X,Pinless Settlements ,97,100.8,2025-11-25,112053, ,BSB502705
CIRCLE K 07025 309,FARMINGTONME,5541,CIRCLE K 07025 3,20,POS Debit        Pri,P,Pinned Settlements  ,5,8.26,2026-01-20,121426, ,BSB109028
966 US RTE 1,PERRYME,5411,PERRY FARMERS UN,40,D/C SETTLEMENT,X,Pinless Settlements ,63,7.28,2025-11-25,162300, ,BSB516842
440 Terry Ave N,SEATTLEWA,5818,Prime Video Chan,40,D/C SETTLEMENT,X,Pinless Settlements ,35,9.99,2025-11-25,61721, ,BSB257811
2300 SOUTHEASTERN A,INDIANAPOLISIN,5969,FBB*ROAMANS  TEL,40,D/C SETTLEMENT,X,Pinless Settlements ,6,63.41,2025-11-22,52005, ,BSB143268
9 CRAWFORD STREET,GARDNERMA,5814,BURGER KING #396,40,D/C SETTLEMENT,X,Pinless Settlements ,63,20.3,2025-11-24,130652, ,BSB421149
1 Portsmouth Ave,StrathamNH,5814,Subway 7961,40,D/C SETTLEMENT,X,Pinless Settlements ,31,29.86,2025-11-24,203034, ,BSB277328
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*0I0R8,20,POS Debit        Pri,P,Pinned Settlements  ,49,0.0,2026-01-18,110255, ,BSB319852
HANNAFORD #8241 93,BELFASTME,5411,HANNAFORD #8241,20,POS Debit        Pri,P,Pinned Settlements  ,19,69.5,2026-01-05,150036, ,BSB131129
467 US ROUTE 1,PEMBROKEME,5542,SHELL OIL 128322,40,D/C SETTLEMENT,X,Pinless Settlements ,28,40.01,2025-11-24,212130, ,BSB516842
1309 Coffen Ave,SHERIDANWY,5611,SP SHAPERLUV,40,D/C SETTLEMENT,X,Pinless Settlements ,59,2.95,2025-11-25,161200,Y,BSB210671
101 MILITARY STREET,HOULTONME,5411,COUNTY YANKEE GR,40,D/C SETTLEMENT,X,Pinless Settlements ,78,13.5,2025-11-25,85000, ,BSB332410
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*EM31T,20,POS Debit        Pri,P,Pinned Settlements  ,43,0.0,2026-01-18,45257, ,BSB319852
489 STILLWATER AVEN,BANGORME,5945,HOBBYLOBBY,20,POS Debit        Pri,P,Pinned Settlements  ,5,34.12,2026-01-17,111603, ,BSB175272
1247 ROOSEVLT TRAIL,RAYMONDME,5814,DUNKIN #357520 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,76,37.03,2025-11-24,81100, ,BSB039797
CIRCLE K 07025 309,FARMINGTONME,5541,CIRCLE K 07025 3,20,POS Debit        Pri,P,Pinned Settlements  ,80,5.31,2026-01-20,91516, ,BSB109028
HANNAFORD #8133 500,OLD TOWNME,5411,HANNAFORD #8133,20,POS Debit        Pri,P,Pinned Settlements  ,60,6.79,2026-01-17,191045, ,BSB130659
SHELL,BANGORME,5542,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,78,39.26,2026-01-17,142400, ,BSB175272
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*AH027,20,POS Debit        Pri,P,Pinned Settlements  ,51,55.33,2026-01-21,132336, ,BSB148924
DG 16800113 HINCKLE,CLINTONME,5310,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,81,12.5,2026-01-21,150634, ,BSB120038
CUMBERLAND FARMS 55,OGUNQUITME,5499,CUMBERLAND FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,36,2.47,2026-01-21,91957, ,BSB138075
HANNAFORD #8133 500,OLD TOWNME,5411,HANNAFORD #8133,20,POS Debit        Pri,P,Pinned Settlements  ,84,43.5,2026-01-22,132142, ,BSB243710
PORTLAND,PORTLANDME,5541,RIVERSIDE ENERG,20,POS Debit        Pri,P,Pinned Settlements  ,17,13.64,2026-01-20,180500, ,BSB414411
1110 BROADWAY,BANGORME,5542,DYSARTS TRAVEL S,20,POS Debit        Pri,P,Pinned Settlements  ,62,40.11,2026-01-21,144008, ,BSB334906
HANNAFORD #8241 93,BELFASTME,5411,HANNAFORD #8241,20,POS Debit        Pri,P,Pinned Settlements  ,5,9.55,2026-01-21,162127, ,BSB274869
8410 W BRYN MAWR,CHICAGOIL,4814,U.S. CELLULAR,40,D/C SETTLEMENT,X,Pinless Settlements ,77,84.76,2025-11-21,104032,Y,BSB516842
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,16,62.05,2026-01-19,133407, ,BSB486417
440 Terry Ave N,SEATTLEWA,5968,AMAZON PRIME*RX4,40,D/C SETTLEMENT,X,Pinless Settlements ,98,14.99,2025-11-21,111629,Y,BSB120038
180 MAIN ST,FARMINGTONME,5411,FOOD CITY FARMIN,20,POS Debit        Pri,P,Pinned Settlements  ,79,5.69,2026-01-21,155740, ,BSB118867
HANNAFORD #8330 100,SKOWHEGANME,5411,HANNAFORD #8330,20,POS Debit        Pri,P,Pinned Settlements  ,19,21.72,2026-01-22,90310, ,BSB458811
7 LANGDON STREET,CONCORDNH,4131,CONCORD COACH LI,40,D/C SETTLEMENT,X,Pinless Settlements ,97,42.0,2025-11-21,165905, ,BSB421149
42 CENTRAL AVE,LIMERICKME,5251,PLUMMER S HARDWA,40,D/C SETTLEMENT,X,Pinless Settlements ,77,7.0,2025-11-22,113223, ,BSB345807
HANNAFORD #8241 93,BELFASTME,5411,HANNAFORD #8241,20,POS Debit        Pri,P,Pinned Settlements  ,18,75.41,2026-01-22,163707, ,BSB421149
89 BENNETT DR,CARIBOUME,5542,DOC S PLACE CITG,40,D/C SETTLEMENT,X,Pinless Settlements ,78,44.66,2025-11-24,234849, ,BSB424676
GOOGLE *WEBTOON MAN,MOUNTAIN VIEWCA,5734,GOOGLE *WEBTOON,20,POS Debit        Pri,P,Pinned Settlements  ,46,0.99,2026-01-18,224642, ,BSB039186
214 MADISON AVE,SKOWHEGANME,5814,AROMA JOES - 205,40,D/C SETTLEMENT,X,Pinless Settlements ,39,12.74,2025-11-25,100913, ,BSB102698
467 US ROUTE 1,PEMBROKEME,5541,SHELL OIL 128322,40,D/C SETTLEMENT,X,Pinless Settlements ,6,12.94,2025-11-24,80330, ,BSB516842
45 COMMERCE DRIVE,AUGUSTAME,5814,CTLP*THE BUSINES,40,D/C SETTLEMENT,X,Pinless Settlements ,98,1.85,2025-11-24,224438, ,BSB001806
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *CHARLI SA,40,D/C SETTLEMENT,X,Pinless Settlements ,33,10.0,2025-11-24,225312, ,BSB078789
119 Madison Ave,SkowheganME,5499,SQ *HIGH-POWERED,40,D/C SETTLEMENT,X,Pinless Settlements ,85,9.18,2025-11-24,140423,Y,BSB288588
20 UNIVERSITY ROAD,CAMBRIDGEMA,8062,MED*BETH ISRAEL,40,D/C SETTLEMENT,X,Pinless Settlements ,55,90.0,2025-11-24,40106, ,BSB470105
2261 Market Street,SAN FRANCISCOCA,5399,WHATNOT,40,D/C SETTLEMENT,X,Pinless Settlements ,93,29.22,2025-11-27,95107,Y,BSB017279
802 Cedar Tree Ln,SAINT MARYSKS,5045,SP ZILKEE,40,D/C SETTLEMENT,X,Pinless Settlements ,62,6.5,2025-11-25,85928, ,BSB252211
802 Cedar Tree Ln,SAINT MARYSKS,5045,SP ZILKEE,40,D/C SETTLEMENT,X,Pinless Settlements ,18,138.41,2025-11-25,85730, ,BSB252211
45 COMMERCE DRIVE,AUGUSTAME,5999,CTLP*THE BUSINES,40,D/C SETTLEMENT,X,Pinless Settlements ,7,2.85,2025-11-25,141954, ,BSB001806
591 William St,FredericksburVA,5812,TST*SEDONA TAPHO,40,D/C SETTLEMENT,X,Pinless Settlements ,91,107.14,2025-11-26,134519, ,BSB005160
3 MAIN ST,ANSONME,5499,TST* CASEY S MAR,40,D/C SETTLEMENT,X,Pinless Settlements ,56,25.52,2025-11-25,152220, ,BSB203034
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*B22,40,D/C SETTLEMENT,X,Pinless Settlements ,15,26.89,2025-11-24,231330, ,BSB169809
19H MAXGRAND PLAZA,HONG KONG,5732,digieraglobal,40,D/C SETTLEMENT,X,Pinless Settlements ,55,299.98,2025-11-25,193748, ,BSB252211
609 Congress Street,PortlandME,5813,TST*STATE THEATR,40,D/C SETTLEMENT,X,Pinless Settlements ,19,20.0,2025-11-26,203842, ,BSB486065
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*B27,40,D/C SETTLEMENT,X,Pinless Settlements ,2,242.14,2025-11-22,153112, ,BSB169809
6 BACK BELMONT RD,BELFASTME,5542,BELFAST IRVING -,40,D/C SETTLEMENT,X,Pinless Settlements ,92,29.25,2025-11-25,115800, ,BSB057233
71 BAY ST,WINSLOWME,5541,SHELL OIL 126822,40,D/C SETTLEMENT,X,Pinless Settlements ,23,28.14,2025-11-26,170556, ,BSB486065
158 NEW COUNTY ROAD,THOMASTONME,5814,McDonalds 35296,40,D/C SETTLEMENT,X,Pinless Settlements ,38,9.91,2025-11-24,180134, ,BSB505985
22 Goding Avenue,LINCOLNME,5411,HANNAFORD #8140,40,D/C SETTLEMENT,X,Pinless Settlements ,13,3.99,2025-11-22,140453, ,BSB446841
327 MAIN ST,BANGORME,5814,DUNKIN #300268 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,11,4.09,2025-11-24,113900, ,BSB439123
1465 LISBON ST,LEWISTONME,5812,FAST BREAKS REST,40,D/C SETTLEMENT,X,Pinless Settlements ,31,12.42,2025-11-25,154523, ,BSB007022
1517 Post Rd #1,WELLSME,5995,Waggerstown,40,D/C SETTLEMENT,X,Pinless Settlements ,45,62.23,2025-11-24,142314, ,BSB277328
2401 UTAH AVE S,SEATTLEWA,5814,STARBUCKS,40,D/C SETTLEMENT,X,Pinless Settlements ,4,13.5,2025-11-23,181414, ,BSB031305
289 NORTH ST,HOULTONME,5814,SUBWAY 15532,40,D/C SETTLEMENT,X,Pinless Settlements ,29,4.7,2025-11-25,133917, ,BSB332410
SUMMERFIELD DISTRIC,CLARENDON,5541,A&P RUSSELL ESSO,40,D/C SETTLEMENT,X,Pinless Settlements ,5,42.45,2025-11-23,75935, ,BSB005029
212 Portland Ave,OLD ORCHARD BME,8099,HOLLAND SPEECH T,40,D/C SETTLEMENT,X,Pinless Settlements ,36,50.0,2025-11-24,172205,Y,BSB489769
380 US ROUTE 2 EAST,WILTONME,5814,DUNKIN #341486 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,42,5.17,2025-11-24,55600, ,BSB108458
46 SPRINGER DRIVE,BANGORME,5311,RENYS BANGOR,40,D/C SETTLEMENT,X,Pinless Settlements ,30,2.1,2025-11-22,121522, ,BSB131507
530 OXBOW RD.,PALMYRAME,5814,BURGER KING #127,40,D/C SETTLEMENT,X,Pinless Settlements ,9,28.06,2025-11-23,214504, ,BSB109686
7000 TARGET PARKWAY,BROOKLYN PARKMN,5310,TARGET.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,59,89.68,2025-11-24,55636, ,BSB149514
130 ROYALL STREET.,CANTONMA,5814,DUNKIN  MOBILE A,40,D/C SETTLEMENT,X,Pinless Settlements ,19,10.0,2025-11-23,60300, ,BSB148924
1502 RIVER RD BLDG,WILKESBORONC,5200,LOWES #00907*,40,D/C SETTLEMENT,X,Pinless Settlements ,32,516.38,2025-11-24,1100, ,BSB039797
1912 John Towers Av,EL CAJONCA,5947,MARKFUL-GBS-NOTE,40,D/C SETTLEMENT,X,Pinless Settlements ,95,174.6,2025-11-24,122747, ,BSB320386
6 WING LN,CORNVILLEME,742,MICHAEL A WING D,40,D/C SETTLEMENT,X,Pinless Settlements ,28,318.0,2025-11-24,121436, ,BSB159056
1166 GREENLAND RD,PORTSMOUTHNH,5499,EXIT 3 TRAVEL ST,40,D/C SETTLEMENT,X,Pinless Settlements ,66,44.95,2025-11-24,171536, ,BSB277328
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *TAYLOR CR,40,D/C SETTLEMENT,X,Pinless Settlements ,14,125.0,2025-11-23,101440, ,BSB452425
258 MAIN ST,MADISONME,5533,CAR PARTS MADISO,40,D/C SETTLEMENT,X,Pinless Settlements ,58,12.23,2025-11-25,150322, ,BSB502705
37 JAY PLAZA LN,JAYME,5651,LABEL SHOP 2556,40,D/C SETTLEMENT,X,Pinless Settlements ,19,52.7,2025-11-23,121353, ,BSB108458
